node_1|node_2|edge|chunk_id
table of contents|document|The document includes a Table of Contents.|c24f2d9145204ead9f6c3befc5f99e00
ask claude multiple times|strategy|One strategy mentioned is to ask Claude multiple times to improve the response.|c24f2d9145204ead9f6c3befc5f99e00
give claude a 'way out'|strategy|Another strategy is to give Claude a 'way out' in case it doesn't know the answer.|c24f2d9145204ead9f6c3befc5f99e00
ask claude for direct quotes|strategy|Asking Claude for direct quotes is suggested as a method for obtaining information.|c24f2d9145204ead9f6c3befc5f99e00
zero shot prompt|example|An example provided in the context is the zero shot prompt used to generate direct quotes.|c24f2d9145204ead9f6c3befc5f99e00
document summary|document|The document includes a summary for quick reference and understanding.|c24f2d9145204ead9f6c3befc5f99e00
anthropic|foundation models|Anthropic is associated with Foundation models as it offers guides and resources related to them.|e26b91e18f224a748dffaa7fb29a1aa5
claude|prompt engineering resources|Claude is the subject of Anthropic's prompt engineering resources guide.|e26b91e18f224a748dffaa7fb29a1aa5
getting access|claude|Getting access refers to the process or documentation needed to start using Claude.|e26b91e18f224a748dffaa7fb29a1aa5
configuring gpt prompts|claude|Configuring GPT prompts is an action or process that involves setting up prompts for Claude to work efficiently.|e26b91e18f224a748dffaa7fb29a1aa5
claude for google sheets|integration|Claude for Google Sheets indicates integration or functionality that allows Claude to be used with Google Sheets.|e26b91e18f224a748dffaa7fb29a1aa5
prompt design|constructing a prompt|Prompt Design involves processes such as Constructing a prompt which is a part of designing effective prompts for a model.|e26b91e18f224a748dffaa7fb29a1aa5
optimizing your prompt|prompt design|Optimizing your prompt is part of the Prompt Design process aimed at improving prompt efficiency.|e26b91e18f224a748dffaa7fb29a1aa5
useful hacks|prompt chaining|Useful Hacks may include techniques like Prompt Chaining to improve interaction with the model.|e26b91e18f224a748dffaa7fb29a1aa5
claude|prevent hallucinations|Claude can be prompted to say 'I don't know' as a hack to prevent hallucinations.|e26b91e18f224a748dffaa7fb29a1aa5
content generation|use cases|Content Generation is listed as a Use Case for utilizing Claude.|e26b91e18f224a748dffaa7fb29a1aa5
troubleshooting|claude|Troubleshooting is a section that provides solutions for issues encountered when using Claude.|e26b91e18f224a748dffaa7fb29a1aa5
claude|amazon bedrock|Claude on Amazon Bedrock possibly refers to integration or support for Claude on the Amazon Bedrock platform.|e26b91e18f224a748dffaa7fb29a1aa5
dark mode|moon|Dark Mode is symbolized by the Moon indicating an interface theme option.|e26b91e18f224a748dffaa7fb29a1aa5
light mode|sun|Light Mode is symbolized by the Sun indicating an alternative interface theme option.|e26b91e18f224a748dffaa7fb29a1aa5
claude|wrong format|Claude responds in the wrong format|96c13055244f49019835d3c2f70144c3
claude|hallucinating|Claude is experiencing hallucinations|96c13055244f49019835d3c2f70144c3
claude on amazon bedrock|anthropic|Anthropic provides comprehensive guide to prompt engineering resources for Claude on Amazon Bedrock|96c13055244f49019835d3c2f70144c3
prompt engineering resources|anthropic|Anthropic offers educational resources on prompt engineering with Claude|96c13055244f49019835d3c2f70144c3
materials|core concepts|The materials cover core concepts of prompt engineering|96c13055244f49019835d3c2f70144c3
materials|best practices|The materials include best practices for prompt engineering|96c13055244f49019835d3c2f70144c3
materials|debugging checklists|The materials provide debugging checklists for prompt engineering|96c13055244f49019835d3c2f70144c3
materials|prompt examples|The materials contain prompt examples for Claude|96c13055244f49019835d3c2f70144c3
materials|interactive materials|The materials incorporate interactive materials for learning prompt engineering|96c13055244f49019835d3c2f70144c3
prompt engineering tutorial|prompting tutorial|The prompting tutorial is recommended for learning basic to advanced prompt engineering techniques|96c13055244f49019835d3c2f70144c3
prompt engineering tutorial|role prompting|The tutorial teaches role prompting technique|96c13055244f49019835d3c2f70144c3
prompt engineering tutorial|hallucination troubleshooting|The tutorial teaches hallucination troubleshooting for Claude|96c13055244f49019835d3c2f70144c3
prompt engineering interactive tutorial|api key|To use the interactive tutorial version, an API key is required|96c13055244f49019835d3c2f70144c3
api key|google drive|The API key needs to be saved to user's Google Drive to use in the interactive tutorial|96c13055244f49019835d3c2f70144c3
claude for sheets extension|claude|Claude for Sheets extension is required to call Claude in the tutorial|96c13055244f49019835d3c2f70144c3
api key|claude.ai|Having an API key is not necessary to interact with Claude.ai or to try out exercise solutions.|981e55ff4f4740d7baac447e2efa8390
api key|tutorial|One does not need an API key to view the tutorial.|981e55ff4f4740d7baac447e2efa8390
tutorial|exercise solutions|The tutorial allows individuals to try out exercise solutions.|981e55ff4f4740d7baac447e2efa8390
prompt engineering interactive tutorial answer key|static answer key|The static answer key contains all answers for the prompt engineering tutorial.|981e55ff4f4740d7baac447e2efa8390
static answer key|claude|The static answer key does not make calls to Claude; it contains static text only.|981e55ff4f4740d7baac447e2efa8390
in depth prompt engineering|prompt engineering|In Depth Prompt Engineering provides additional resources for understanding prompt engineering with Claude.|981e55ff4f4740d7baac447e2efa8390
claude prompt engineering techniques presentation|slides|The presentation features around 100 slides on prompt engineering with Claude.|981e55ff4f4740d7baac447e2efa8390
slides|prompt engineering techniques|The slides encompass techniques for prompt engineering from beginning to advanced levels.|981e55ff4f4740d7baac447e2efa8390
slides|troubleshooting techniques|The slides include troubleshooting techniques for issues such as hallucinations.|981e55ff4f4740d7baac447e2efa8390
prompt engineering documentation|user guide|The Prompt Engineering Documentation acts as a user guide full of tips and tricks.|981e55ff4f4740d7baac447e2efa8390
user guide|claude|The user guide includes ways to access and talk to Claude.|981e55ff4f4740d7baac447e2efa8390
configuring gpt prompts for claude|documentation|The documentation contains sections, such as how to configure GPT prompts for Claude.|981e55ff4f4740d7baac447e2efa8390
bedrock users|bedrock prompt engineering deck|Bedrock Users are recommended to consult the Bedrock prompt engineering deck.|981e55ff4f4740d7baac447e2efa8390
bedrock prompt engineering deck|claude on bedrock|The deck is intended for users operating Claude on the Bedrock platform.|981e55ff4f4740d7baac447e2efa8390
prompt engineering documentation|lefthand menu|The Prompt Engineering Documentation can be navigated using the lefthand menu.|981e55ff4f4740d7baac447e2efa8390
gpt prompts|claude|GPT prompts are being configured for optimization with Claude.|b1b848c75d984a00bdbb075f01de1015
prompt design|prompt engineering techniques|Prompt design is a basic set of information related to prompt engineering techniques.|b1b848c75d984a00bdbb075f01de1015
prompt construction|intermediate techniques|Prompt construction overview includes some intermediate techniques.|b1b848c75d984a00bdbb075f01de1015
optimizing prompts|iterating and evaluating|Optimizing prompts involves a process of iterating and evaluating.|b1b848c75d984a00bdbb075f01de1015
example prompts|claude for sheets|Example Prompts section provides instances of using Claude for Sheets.|b1b848c75d984a00bdbb075f01de1015
prompt workbook|use-cases|The prompt workbook contains example prompts for specific use-cases.|b1b848c75d984a00bdbb075f01de1015
tasks|simple q&a|Simple Q&A is a task category covered in the workbook.|b1b848c75d984a00bdbb075f01de1015
tasks|information extraction|Information extraction is a task category covered in the workbook.|b1b848c75d984a00bdbb075f01de1015
tasks|removing pii|Removing PII is a task category covered in the workbook.|b1b848c75d984a00bdbb075f01de1015
tasks|content generation|Content generation is a task category covered in the workbook.|b1b848c75d984a00bdbb075f01de1015
tasks|multiple choice classification|Multiple choice classification is a task category covered in the workbook.|b1b848c75d984a00bdbb075f01de1015
tasks|dialogue agents and roleplay|Dialogue agents and roleplay is a task category covered in the workbook.|b1b848c75d984a00bdbb075f01de1015
tasks|summarization|Summarization is a task category covered in the workbook.|b1b848c75d984a00bdbb075f01de1015
tasks|advanced q&a on long documents|Advanced Q&A on long documents is a task category covered in the workbook.|b1b848c75d984a00bdbb075f01de1015
tasks|function calling / tool use|Function calling / tool use is a task category covered in the workbook.|b1b848c75d984a00bdbb075f01de1015
tasks|prompt chains|Prompt chains are a task category covered in the workbook.|b1b848c75d984a00bdbb075f01de1015
dialogue agents|roleplay|Dialogue agents can be utilized in roleplay scenarios.|def095e1b7ea4970abd4de2fe4a2f342
summarization|long documents|Summarization is a process that can be applied to long documents.|def095e1b7ea4970abd4de2fe4a2f342
advanced q&a|long documents|Advanced Q&A pertains to querying and answering questions based on long documents.|def095e1b7ea4970abd4de2fe4a2f342
function calling|tool use|Function calling is a type of tool use where specific functionalities are invoked within a system.|def095e1b7ea4970abd4de2fe4a2f342
prompt chains|claude for sheets add-on|Prompt chains may require the Claude for Sheets add-on to interact with and edit in spreadsheets.|def095e1b7ea4970abd4de2fe4a2f342
harmlessness screens|prompt injections|Harmlessness screens are used to detect prompt injections.|def095e1b7ea4970abd4de2fe4a2f342
harmlessness screens|prompt misuse|Harmlessness screens are also used to catch prompt misuse.|def095e1b7ea4970abd4de2fe4a2f342
claude|resilience|Claude is described as being resilient to prompt injections and bad user behavior.|def095e1b7ea4970abd4de2fe4a2f342
prompt engineering cookbook|claude|The Prompt Engineering Cookbook contains Jupyter notebook recipes for using Claude.|def095e1b7ea4970abd4de2fe4a2f342
retrieval augmented generation (rag) demo|anthropic python sdk|The lightweight RAG demo uses the Anthropic Python SDK.|def095e1b7ea4970abd4de2fe4a2f342
retrieval augmented generation (rag) demo|search and retrieval capabilities|The RAG Demo is used to experiment with Claude's Search and Retrieval capabilities.|def095e1b7ea4970abd4de2fe4a2f342
search and retrieval capabilities|knowledge bases|Search and Retrieval capabilities are tested over various knowledge bases.|def095e1b7ea4970abd4de2fe4a2f342
knowledge bases|elasticsearch|Elasticsearch is a type of knowledge base that can be utilized in the RAG Demo.|def095e1b7ea4970abd4de2fe4a2f342
knowledge bases|vector databases|Vector databases are a type of knowledge base that can be utilized in the RAG Demo.|def095e1b7ea4970abd4de2fe4a2f342
